name,ynb.growth,ynb.rank,old.plate,old.well,new.plate,new.well,vol
A08_63,15.7506029995519,289,A08,F3,BYxRM_eQTL_04,F7,5
A11_46,15.7512758045786,290,A11,D10,BYxRM_eQTL_04,C4,5
A07_03,15.7564494360022,291,A07,A3,BYxRM_eQTL_04,A12,5
A07_22,15.7621630118238,292,A07,B10,BYxRM_eQTL_04,F11,5
A11_48,15.7640293740994,293,A11,D12,BYxRM_eQTL_04,A10,5
A01_80,15.7657389188852,294,A01,G8,BYxRM_eQTL_04,C2,5
A09_38,15.7669174803899,295,A09,D2,BYxRM_eQTL_04,H8,5
A07_91,15.7678476796889,296,A07,H7,BYxRM_eQTL_04,E2,5
A01_43,15.7679541661445,297,A01,D7,BYxRM_eQTL_04,A11,5
A09_51,15.770321117784,298,A09,E3,BYxRM_eQTL_04,D12,5
A05_13,15.772536812156,299,A05,B1,BYxRM_eQTL_04,C10,5
A07_57,15.7738136294052,300,A07,E9,BYxRM_eQTL_04,C6,5
A08_14,15.7763600716485,301,A08,B2,BYxRM_eQTL_04,B12,5
A10_54,15.7851183705745,302,A10,E6,BYxRM_eQTL_04,F8,5
A07_82,15.785232864965,303,A07,G10,BYxRM_eQTL_04,F9,5
A05_48,15.786111086244,304,A05,D12,BYxRM_eQTL_04,F4,5
A11_02,15.7917948642819,305,A11,A2,BYxRM_eQTL_04,H3,5
A05_91,15.7948006007245,306,A05,H7,BYxRM_eQTL_04,C11,5
A06_69,15.7980792886984,307,A06,F9,BYxRM_eQTL_04,G5,5
A08_58,15.7987413371737,308,A08,E10,BYxRM_eQTL_04,E3,5
A01_76,15.8014433490642,309,A01,G4,BYxRM_eQTL_04,F2,5
A06_19,15.8062847464166,310,A06,B7,BYxRM_eQTL_04,G6,5
A06_08,15.806533408964,311,A06,A8,BYxRM_eQTL_04,A6,5
A09_60,15.8077453277021,312,A09,E12,BYxRM_eQTL_04,F5,5
A01_56,15.8144890851672,313,A01,E8,BYxRM_eQTL_04,C3,5
A03_67,15.8145441323263,314,A03,F7,BYxRM_eQTL_04,H5,5
A05_64,15.8171314918216,315,A05,F4,BYxRM_eQTL_04,D9,5
A10_72,15.8177540083726,316,A10,F12,BYxRM_eQTL_04,G8,5
A07_34,15.8181177170872,317,A07,C10,BYxRM_eQTL_04,B8,5
A10_32,15.8193257238034,318,A10,C8,BYxRM_eQTL_04,D2,5
A09_24,15.8222994011466,319,A09,B12,BYxRM_eQTL_04,E7,5
A02_72,15.8286311816263,320,A02,F12,BYxRM_eQTL_04,C12,5
A03_87,15.8324626089638,321,A03,H3,BYxRM_eQTL_04,A3,5
A04_69,15.8339525065591,322,A04,F9,BYxRM_eQTL_04,G2,5
A10_35,15.8393728292911,323,A10,C11,BYxRM_eQTL_04,B1,5
A07_54,15.8413565830634,324,A07,E6,BYxRM_eQTL_04,C1,5
A02_90,15.8437385673218,325,A02,H6,BYxRM_eQTL_04,A7,5
A07_79,15.8528202695283,326,A07,G7,BYxRM_eQTL_04,D10,5
A04_88,15.8563971697517,327,A04,H4,BYxRM_eQTL_04,B4,5
A10_44,15.8565033939809,328,A10,D8,BYxRM_eQTL_04,D1,5
A05_36,15.8565399176622,329,A05,C12,BYxRM_eQTL_04,E9,5
A03_04,15.8565719767237,330,A03,A4,BYxRM_eQTL_04,B10,5
A09_58,15.8588517252604,331,A09,E10,BYxRM_eQTL_04,H2,5
A10_90,15.8656963493824,332,A10,H6,BYxRM_eQTL_04,E1,5
A06_88,15.8664088367682,333,A06,H4,BYxRM_eQTL_04,E8,5
A05_30,15.8666966664417,334,A05,C6,BYxRM_eQTL_04,G7,5
A04_25,15.8668576093345,335,A04,C1,BYxRM_eQTL_04,B3,5
A09_57,15.8683029583021,336,A09,E9,BYxRM_eQTL_04,F12,5
A01_45,15.8700476377833,337,A01,D9,BYxRM_eQTL_04,G4,5
A02_52,15.8755950361443,338,A02,E4,BYxRM_eQTL_04,F6,5
A02_60,15.8772706920018,339,A02,E12,BYxRM_eQTL_04,F3,5
A08_21,15.8775032618305,340,A08,B9,BYxRM_eQTL_04,B7,5
A03_18,15.8801591099443,341,A03,B6,BYxRM_eQTL_04,D11,5
A05_31,15.8810116965083,342,A05,C7,BYxRM_eQTL_04,G1,5
A07_05,15.8833619126209,343,A07,A5,BYxRM_eQTL_04,A2,5
A04_56,15.8868777793633,344,A04,E8,BYxRM_eQTL_04,F10,5
A09_32,15.8870023143218,345,A09,C8,BYxRM_eQTL_04,A8,5
A03_59,15.8889090454906,346,A03,E11,BYxRM_eQTL_04,H6,5
A05_14,15.8907650598122,347,A05,B2,BYxRM_eQTL_04,H7,5
A08_07,15.893109622092,348,A08,A7,BYxRM_eQTL_04,E10,5
A04_62,15.8973904087041,349,A04,F2,BYxRM_eQTL_04,E6,5
A03_43,15.9054670950171,350,A03,D7,BYxRM_eQTL_04,E11,5
A09_34,15.9078315968239,351,A09,C10,BYxRM_eQTL_04,A4,5
A01_78,15.9080405686126,352,A01,G6,BYxRM_eQTL_04,D6,5
A11_85,15.9140262432757,353,A11,H1,BYxRM_eQTL_04,D3,5
A08_80,15.9179275025381,354,A08,G8,BYxRM_eQTL_04,E4,5
A01_91,15.9184375091629,355,A01,H7,BYxRM_eQTL_04,C9,5
A05_89,15.9201935934235,356,A05,H5,BYxRM_eQTL_04,G3,5
A04_87,15.9241050947184,357,A04,H3,BYxRM_eQTL_04,H10,5
A05_58,15.924368003037,358,A05,E10,BYxRM_eQTL_04,A1,5
A05_70,15.928823076587,359,A05,F10,BYxRM_eQTL_04,H1,5
A07_19,15.9313883442079,360,A07,B7,BYxRM_eQTL_04,H12,5
A09_96,15.9314168035949,361,A09,H12,BYxRM_eQTL_04,H11,5
A05_81,15.9359726002738,362,A05,G9,BYxRM_eQTL_04,C8,5
A08_26,15.9368939340578,363,A08,C2,BYxRM_eQTL_04,G11,5
A10_75,15.9445021834725,364,A10,G3,BYxRM_eQTL_04,B11,5
A06_50,15.9498386934092,365,A06,E2,BYxRM_eQTL_04,H9,5
A10_95,15.9515596186839,366,A10,H11,BYxRM_eQTL_04,E5,5
A10_93,15.9522570957161,367,A10,H9,BYxRM_eQTL_04,D7,5
A10_56,15.9529731643725,368,A10,E8,BYxRM_eQTL_04,C7,5
A03_17,15.9530069620266,369,A03,B5,BYxRM_eQTL_04,A9,5
A01_39,15.9580456930273,370,A01,D3,BYxRM_eQTL_04,G10,5
A03_30,15.9586795672994,371,A03,C6,BYxRM_eQTL_04,B6,5
A08_64,15.9594300198657,372,A08,F4,BYxRM_eQTL_04,H4,5
A08_51,15.9603938520388,373,A08,E3,BYxRM_eQTL_04,G9,5
A06_83,15.9606070480772,374,A06,G11,BYxRM_eQTL_04,B2,5
A05_73,15.9617332770724,375,A05,G1,BYxRM_eQTL_04,B9,5
A04_67,15.9632899501902,376,A04,F7,BYxRM_eQTL_04,D5,5
A08_02,15.9641508330936,377,A08,A2,BYxRM_eQTL_04,C5,5
A02_23,15.9651530932021,378,A02,B11,BYxRM_eQTL_04,A5,5
A11_21,15.9663392375592,379,A11,B9,BYxRM_eQTL_04,E12,5
A02_49,15.9671269811468,380,A02,E1,BYxRM_eQTL_04,D4,5
A05_88,15.968133371035,381,A05,H4,BYxRM_eQTL_04,D8,5
A06_94,15.9697806406597,382,A06,H10,BYxRM_eQTL_04,F1,5
A08_52,15.9698834812479,383,A08,E4,BYxRM_eQTL_04,B5,5
A10_37,15.9750673847326,384,A10,D1,BYxRM_eQTL_04,G12,5
